system:index,area,indexed,system:time_start,.geo
2018_04_23,42316.623529411765,1.192051143114222,1524441600000,
2018_05_09,41478.0,1.1684272796416801,1525824000000,
2018_05_25,42653.0,1.2015268035719315,1527206400000,
2018_06_10,43345.623529411765,1.2210378751348423,1528588800000,
2018_06_26,43840.623529411765,1.2349819298969482,1529971200000,
2018_07_12,43982.623529411765,1.2389820425761786,1531353600000,
2018_07_28,43273.0,1.2189920842840642,1532736000000,
2018_08_13,44909.0,1.2650778895180146,1534118400000,
2018_08_29,45578.0,1.2839234908025579,1535500800000,
2018_09_14,42187.0,1.1883996732302318,1536883200000,
2018_09_30,37956.0,1.069213217273726,1538265600000,
2018_10_16,37962.0,1.0693822361193273,1539648000000,
2018_11_01,34920.0,0.983689681399476,1541030400000,
2018_11_17,38212.10588235294,1.0764276707048914,1542412800000,
2018_12_03,37390.870588235295,1.0532936304750922,1543795200000,
2018_12_19,34139.48235294117,0.9617026494532571,1545177600000,
2019_01_01,29186.482352941177,0.8221775924093968,1546300800000,
2019_01_17,31097.098039215685,0.8759992686897007,1547683200000,
2019_02_02,41998.44705882353,1.1830881731548362,1549065600000,
2019_02_18,48777.521568627446,1.374053397803528,1550448000000,
2019_03_06,65029.09411764706,1.8318570697103316,1551830400000,
2019_03_22,60905.141176470584,1.7156861088050532,1553212800000,
2019_04_07,54433.38039215686,1.533377852676325,1554595200000,
2019_04_23,43318.611764705885,1.2202769589201354,1555977600000,
2019_05_09,36700.0,1.0338319389278572,1557360000000,
2019_05_25,35800.0,1.0084791120876644,1558742400000,
2019_06_10,31726.0,0.8937153159243922,1560124800000,
2019_06_26,33950.0,0.9563649680272683,1561507200000,
2019_07_12,32529.0,0.9163356714273642,1562889600000,
2019_07_28,32044.0,0.9026733147412603,1564272000000,
2019_08_13,32180.0,0.9065044085748895,1565654400000,
2019_08_29,30760.0,0.8665032817825854,1567036800000,
2019_09_14,31642.0,0.8913490520859743,1568419200000,
2019_09_30,30649.482352941177,0.86339002092851,1569801600000,
2019_10_16,28871.0,0.813290515225781,1571184000000,
2019_11_01,27661.0,0.779205048029522,1572566400000,
2019_11_17,26680.623529411765,0.7515880314772744,1573948800000,
2019_12_03,23709.0,0.6678779683934759,1575331200000,
